Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,Day_Of_Week,Year,Month,Day,Hour,Minute,WeekStatus_Weekend,Load_Type
28.04,25.49,0,0.01,74,100,29700,4,2018,9,27,8,15,0,0
3.1,4.03,0,0,60.97,100,14400,6,2018,4,14,4,0,1,0
3.35,6.77,0,0,44.35,100,84600,3,2018,9,12,23,30,0,0
3.24,5,0,0,54.38,100,27000,2,2018,6,12,7,30,0,0
2.66,4.57,0,0,50.3,100,12600,2,2018,10,2,3,30,0,0
2.7,5.11,0,0,46.72,100,4500,5,2018,8,31,1,15,0,0
3.74,6.52,0,0,49.76,100,11700,2,2018,11,13,3,15,0,0
2.66,4.68,0,0,49.41,100,7200,4,2018,8,30,2,0,0,0
4,2.88,0.32,0,81.15,99.68,900,6,2018,12,22,0,15,1,0
2.77,3.92,0,0,57.71,100,13500,3,2018,7,11,3,45,0,0
2.7,4.46,0,0,51.79,100,28800,0,2018,9,2,8,0,1,0
2.88,5.51,0,0,46.32,100,8100,1,2018,5,28,2,15,0,0
2.99,4.79,0,0,52.95,100,22500,1,2018,5,21,6,15,0,0
3.1,2.88,0,0,73.26,100,24300,0,2018,12,30,6,45,1,0
4.5,4.64,0,0,69.62,100,20700,1,2018,2,5,5,45,0,0
2.81,5.04,0,0,48.7,100,21600,1,2018,7,16,6,0,0,0
2.66,3.53,0,0,60.18,100,23400,0,2018,4,1,6,30,1,0
67.54,47.27,0,0.03,81.93,100,31500,2,2018,11,20,8,45,0,0
3.1,2.45,0,0,78.46,100,84600,6,2018,3,10,23,30,1,0
3.02,5.58,0,0,47.6,100,26100,4,2018,6,7,7,15,0,0
47.38,54.36,0,0.02,65.71,100,30600,2,2018,7,17,8,30,0,0
2.74,4.75,0,0,49.97,100,24300,5,2018,10,5,6,45,0,0
3.38,2.81,0,0,76.9,100,5400,5,2018,3,2,1,30,0,0
4,7.06,0,0,49.3,100,84600,0,2018,9,23,23,30,1,0
2.7,4.75,0,0,49.42,100,26100,3,2018,8,29,7,15,0,0
3.6,4.28,0,0,64.37,100,900,4,2018,3,29,0,15,0,0
57.31,39.24,0,0.03,82.51,100,32400,4,2018,8,23,9,0,0,0
128.99,57.6,0,0.06,91.31,100,32400,1,2018,2,12,9,0,0,0
3.85,3.1,0,0,77.89,100,24300,2,2018,2,27,6,45,0,0
2.63,5.76,0,0,41.53,100,81000,0,2018,9,23,22,30,1,0
2.99,3.53,0,0,64.63,100,13500,5,2018,5,25,3,45,0,0
5.51,4.93,0,0,74.52,100,28800,2,2018,4,3,8,0,0,0
3.24,5.22,0,0,52.74,100,24300,4,2018,8,9,6,45,0,0
2.88,4.57,0,0,53.32,100,17100,6,2018,10,13,4,45,1,0
3.1,3.1,0,0,70.71,100,21600,5,2018,2,16,6,0,0,0
49.68,48.35,0,0.02,71.66,100,30600,3,2018,7,25,8,30,0,0
3.74,3.74,0,0,70.71,100,19800,5,2018,12,7,5,30,0,0
3.2,5.33,0,0,51.47,100,17100,4,2018,8,2,4,45,0,0
4.64,4.61,0,0,70.94,100,22500,3,2018,1,17,6,15,0,0
2.95,4.5,0,0,54.83,100,9000,3,2018,11,7,2,30,0,0
4.1,4.32,0,0,68.84,100,15300,3,2018,2,28,4,15,0,0
3.13,5.62,0,0,48.66,100,17100,3,2018,6,6,4,45,0,0
2.63,6.16,0,0,39.27,100,28800,2,2018,9,25,8,0,0,0
33.37,24.41,0,0.02,80.71,100,900,5,2018,1,26,0,15,0,0
2.88,4.86,0,0,50.98,100,27900,2,2018,9,4,7,45,0,0
3.06,5.33,0,0,49.79,100,1800,0,2018,5,20,0,30,1,0
2.88,5.33,0,0,47.54,100,14400,1,2018,6,11,4,0,0,0
3.13,5.58,0,0,48.92,100,27900,0,2018,11,4,7,45,1,0
3.38,5.51,0,0,52.29,100,12600,6,2018,11,17,3,30,1,0
2.7,4.72,0,0,49.65,100,4500,4,2018,9,20,1,15,0,0
5.83,5.18,0,0,74.76,100,18000,2,2018,2,20,5,0,0,0
3.13,4.39,0,0,58.05,100,18000,3,2018,7,25,5,0,0,0
3.02,5.11,0,0,50.88,100,10800,4,2018,7,12,3,0,0,0
5.22,5.26,0,0,70.44,100,27900,1,2018,11,5,7,45,0,0
2.84,3.89,0,0,58.97,100,10800,0,2018,7,1,3,0,1,0
2.52,4.64,0,0,47.73,100,21600,0,2018,9,30,6,0,1,0
3.02,5.47,0,0,48.33,100,9900,6,2018,9,1,2,45,1,0
2.95,4.97,0,0,51.04,100,83700,3,2018,10,24,23,15,0,0
2.66,5,0,0,46.97,100,24300,3,2018,9,19,6,45,0,0
3.31,3.06,0,0,73.43,100,26100,6,2018,3,3,7,15,1,0
4.64,4.1,0,0,74.94,100,85500,1,2018,1,8,23,45,0,0
2.84,6.16,0,0,41.87,100,29700,5,2018,8,3,8,15,0,0
4.64,5.9,0,0,61.82,100,14400,2,2018,1,16,4,0,0,0
3.28,5,0,0,54.85,100,11700,6,2018,8,11,3,15,1,0
18.76,16.81,0,0.01,74.48,100,28800,0,2018,7,8,8,0,1,0
3.1,4.36,0,0,57.95,100,27900,0,2018,3,4,7,45,1,0
2.81,4.97,0,0,49.22,100,14400,0,2018,9,2,4,0,1,0
40.5,31.39,0,0.02,79.04,100,23400,4,2018,1,18,6,30,0,0
2.7,5.51,0,0,44,100,23400,4,2018,8,16,6,30,0,0
3.31,3.53,0,0,68.4,100,8100,2,2018,1,2,2,15,0,0
2.63,5.76,0,0,41.53,100,10800,2,2018,9,25,3,0,0,0
2.74,5.65,0,0,43.64,100,21600,0,2018,8,12,6,0,1,0
3.38,4.61,0,0,59.13,100,25200,6,2018,5,12,7,0,1,0
3.28,3.2,0,0,71.58,100,83700,5,2018,4,27,23,15,0,0
3.64,4.43,0,0,63.49,100,900,4,2018,5,17,0,15,0,0
4.54,6.8,0,0,55.53,100,8100,2,2018,3,13,2,15,0,0
3.56,4.03,0,0,66.21,100,12600,2,2018,1,2,3,30,0,0
4.75,5.51,0,0,65.29,100,24300,2,2018,2,13,6,45,0,0
2.77,5.04,0,0,48.17,100,17100,3,2018,9,19,4,45,0,0
2.81,4,0,0,57.48,100,2700,0,2018,7,8,0,45,1,0
2.7,4.75,0,0,49.42,100,9000,4,2018,9,20,2,30,0,0
3.28,5.51,0,0,51.15,100,14400,6,2018,7,21,4,0,1,0
71.14,58.75,0,0.03,77.11,100,30600,4,2018,7,5,8,30,0,0
3.64,5.22,0,0,57.2,100,18900,1,2018,3,5,5,15,0,0
2.74,5.22,0,0,46.48,100,27900,6,2018,9,15,7,45,1,0
2.48,4.64,0,0,47.14,100,26100,4,2018,9,27,7,15,0,0
2.88,5.58,0,0,45.86,100,5400,5,2018,7,27,1,30,0,0
5.15,6.84,0,0,60.15,100,28800,5,2018,11,2,8,0,0,0
3.17,5.04,0,0,53.24,100,18000,6,2018,4,7,5,0,1,0
3.35,2.52,0,0,79.91,100,22500,0,2018,12,23,6,15,1,0
2.7,4.82,0,0,48.87,100,4500,1,2018,7,30,1,15,0,0
6.73,7.85,0,0,65.09,100,27900,6,2018,7,28,7,45,1,0
2.77,5.58,0,0,44.46,100,16200,0,2018,8,12,4,30,1,0
2.95,5.29,0,0,48.7,100,22500,2,2018,7,24,6,15,0,0
6.48,3.64,0.36,0,87.19,99.85,29700,1,2018,12,17,8,15,0,0
2.92,5.18,0,0,49.11,100,26100,3,2018,5,30,7,15,0,0
2.88,5.69,0,0,45.16,100,10800,5,2018,7,27,3,0,0,0
58.03,43.13,0,0.03,80.26,100,31500,4,2018,2,8,8,45,0,0
2.81,5.54,0,0,45.24,100,17100,5,2018,8,31,4,45,0,0
4.36,3.85,0,0,74.96,100,26100,0,2018,12,30,7,15,1,0
3.71,7.38,0,0,44.91,100,5400,2,2018,11,6,1,30,0,0
2.92,4.61,0,0,53.51,100,25200,6,2018,7,7,7,0,1,0
2.63,4.1,0,0,53.99,100,5400,3,2018,8,15,1,30,0,0
4.25,3.6,0.04,0,76.3,100,11700,5,2018,12,14,3,15,0,0
55.58,14.94,0,0.03,96.57,100,32400,1,2018,2,26,9,0,0,0
2.88,5.15,0,0,48.81,100,7200,6,2018,6,16,2,0,1,0
2.92,5.15,0,0,49.32,100,27000,4,2018,10,25,7,30,0,0
3.02,3.85,0,0,61.72,100,19800,5,2018,4,20,5,30,0,0
3.02,5.47,0,0,48.33,100,9900,2,2018,9,4,2,45,0,0
4.86,6.3,0,0,61.08,100,5400,0,2018,1,28,1,30,1,0
5.08,4.03,0,0,78.34,100,10800,5,2018,3,9,3,0,0,0
4.61,5.47,0,0,64.44,100,19800,2,2018,1,16,5,30,0,0
2.92,1.69,0.5,0,86.55,98.57,24300,5,2018,11,23,6,45,0,0
2.74,4.79,0,0,49.65,100,2700,1,2018,7,30,0,45,0,0
2.99,5.4,0,0,48.44,100,4500,4,2018,6,7,1,15,0,0
2.84,5.9,0,0,43.37,100,20700,0,2018,9,9,5,45,1,0
3.42,4.32,0,0,62.07,100,27000,2,2018,7,31,7,30,0,0
3.02,5.62,0,0,47.34,100,8100,1,2018,9,10,2,15,0,0
28.48,30.56,0,0.01,68.18,100,29700,5,2018,9,28,8,15,0,0
2.56,5.47,0,0,42.39,100,21600,3,2018,9,26,6,0,0,0
2.99,4.5,0,0,55.34,100,7200,5,2018,6,29,2,0,0,0
3.31,4.64,0,0,58.07,100,24300,3,2018,7,4,6,45,0,0
3.13,4.57,0,0,56.51,100,13500,4,2018,4,12,3,45,0,0
3.1,6.55,0,0,42.78,100,27000,6,2018,9,15,7,30,1,0
3.24,4.18,0,0,61.26,100,9000,2,2018,4,17,2,30,0,0
3.02,4.97,0,0,51.93,100,16200,4,2018,7,5,4,30,0,0
2.66,5.11,0,0,46.17,100,19800,0,2018,7,29,5,30,1,0
2.95,5.47,0,0,47.47,100,4500,2,2018,9,18,1,15,0,0
3.06,3.64,0,0,64.35,100,84600,0,2018,3,4,23,30,1,0
50.62,22.64,0,0.02,91.29,100,32400,6,2018,5,19,9,0,1,0
3.24,4,0,0,62.94,100,11700,0,2018,7,8,3,15,1,0
3.56,3.17,0,0,74.68,100,85500,5,2018,4,20,23,45,0,0
4.36,4.39,0,0,70.47,100,22500,0,2018,1,14,6,15,1,0
2.88,5.76,0,0,44.72,100,26100,6,2018,10,6,7,15,1,0
2.81,3.71,0,0,60.38,100,9000,6,2018,3,31,2,30,1,0
2.81,4.64,0,0,51.8,100,84600,2,2018,10,9,23,30,0,0
3.53,3.46,0,0,71.42,100,3600,6,2018,4,21,1,0,1,0
4.57,4.39,0,0,72.12,100,20700,3,2018,1,10,5,45,0,0
3.1,4.18,0,0,59.57,100,30600,0,2018,3,4,8,30,1,0
53.82,30.38,0,0.02,87.08,100,32400,2,2018,9,18,9,0,0,0
3.78,6.34,0,0,51.21,100,28800,6,2018,10,20,8,0,1,0
3.38,2.38,0,0,81.76,100,4500,1,2018,12,3,1,15,0,0
3.13,5.44,0,0,49.87,100,27000,4,2018,6,21,7,30,0,0
3.46,3.71,0,0,68.2,100,13500,5,2018,11,30,3,45,0,0
3.64,4.72,0,0,61.07,100,27000,5,2018,4,13,7,30,0,0
3.13,6.16,0,0,45.3,100,18900,3,2018,6,20,5,15,0,0
4.46,4.39,0,0,71.27,100,24300,1,2018,2,12,6,45,0,0
2.95,5.18,0,0,49.49,100,26100,2,2018,5,29,7,15,0,0
3.82,4.61,0,0,63.8,100,7200,3,2018,3,14,2,0,0,0
2.81,5.04,0,0,48.7,100,21600,2,2018,7,10,6,0,0,0
87.88,57.53,0,0.04,83.67,100,31500,3,2018,10,3,8,45,0,0
2.92,3.96,0,0,59.35,100,15300,6,2018,3,31,4,15,1,0
3.96,4.1,0,0,69.47,100,84600,4,2018,11,29,23,30,0,0
3.13,4.14,0,0,60.31,100,22500,4,2018,7,26,6,15,0,0
2.81,5.58,0,0,44.98,100,21600,5,2018,7,20,6,0,0,0
4.39,4.32,0,0,71.28,100,19800,4,2018,11,22,5,30,0,0
2.88,6.01,0,0,43.21,100,12600,5,2018,7,27,3,30,0,0
2.52,4.03,0,0,53.02,100,13500,2,2018,8,28,3,45,0,0
3.56,4.75,0,0,59.97,100,1800,0,2018,4,8,0,30,1,0
2.95,5.58,0,0,46.74,100,23400,4,2018,10,25,6,30,0,0
58.36,33.41,0,0.03,86.78,100,31500,1,2018,12,10,8,45,0,0
4.18,3.6,0.07,0,75.77,99.99,6300,2,2018,12,11,1,45,0,0
4.18,3.46,0.07,0,77.03,99.99,12600,5,2018,12,14,3,30,0,0
3.64,3.42,0,0,72.88,100,26100,3,2018,3,7,7,15,0,0
5.94,4.64,0,0,78.81,100,21600,6,2018,2,24,6,0,1,0
3.85,3.38,0,0,75.15,100,17100,1,2018,2,26,4,45,0,0
2.95,4.07,0,0,58.69,100,84600,0,2018,5,13,23,30,1,0
2.84,5.51,0,0,45.81,100,7200,2,2018,8,14,2,0,0,0
4.14,3.6,0,0,75.46,100,21600,5,2018,12,14,6,0,0,0
3.49,4,0,0,65.74,100,83700,4,2018,6,28,23,15,0,0
51.59,53.53,0,0.02,69.39,100,31500,1,2018,5,28,8,45,0,0
2.84,5.58,0,0,45.36,100,1800,5,2018,8,17,0,30,0,0
3.53,6.44,0,0,48.07,100,5400,4,2018,10,11,1,30,0,0
2.88,4.18,0,0,56.74,100,2700,1,2018,7,2,0,45,0,0
4.07,3.24,0.18,0,78.24,99.9,9000,6,2018,12,22,2,30,1,0
3.46,5.83,0,0,51.04,100,9000,1,2018,5,28,2,30,0,0
2.99,5,0,0,51.32,100,25200,4,2018,7,12,7,0,0,0
37.8,28.76,0,0.02,79.58,100,28800,2,2018,1,9,8,0,0,0
126.79,52.96,0,0.06,92.27,100,32400,2,2018,2,6,9,0,0,0
2.81,4.03,0,0,57.2,100,11700,0,2018,4,1,3,15,1,0
56.05,48.85,0,0.03,75.39,100,31500,2,2018,10,9,8,45,0,0
2.88,4.14,0,0,57.11,100,21600,6,2018,8,18,6,0,1,0
3.17,4.03,0,0,61.83,100,14400,2,2018,4,17,4,0,0,0
4.21,3.82,0,0,74.06,100,5400,1,2018,1,22,1,30,0,0
2.66,3.56,0,0,59.86,100,83700,0,2018,6,17,23,15,1,0
79.88,30.64,0,0.04,93.37,100,32400,2,2018,6,19,9,0,0,0
2.63,4.57,0,0,49.88,100,1800,0,2018,8,26,0,30,1,0
3.49,4.61,0,0,60.36,100,3600,1,2018,5,14,1,0,0,0
4.75,4.28,0,0,74.29,100,16200,6,2018,1,13,4,30,1,0
3.28,5.44,0,0,51.63,100,18000,2,2018,8,21,5,0,0,0
4.46,4.75,0,0,68.45,100,26100,0,2018,1,14,7,15,1,0
2.56,5.54,0,0,41.95,100,23400,2,2018,9,25,6,30,0,0
4.43,4.68,0,0,68.74,100,18000,1,2018,2,5,5,0,0,0
107.82,58.14,0,0.05,88.02,100,84600,5,2018,2,9,23,30,0,0
3.82,6.55,0,0,50.38,100,6300,6,2018,11,3,1,45,1,0
3.56,3.02,0,0,76.26,100,11700,0,2018,12,16,3,15,1,0
3.35,4.75,0,0,57.63,100,15300,3,2018,5,30,4,15,0,0
4.75,5.8,0,0,63.36,100,83700,3,2018,11,14,23,15,0,0
77.29,56.84,0,0.04,80.56,100,29700,5,2018,5,18,8,15,0,0
2.88,3.71,0,0,61.32,100,16200,5,2018,5,25,4,30,0,0
2.92,5.33,0,0,48.05,100,11700,0,2018,5,27,3,15,1,0
2.52,4.9,0,0,45.73,100,20700,6,2018,9,22,5,45,1,0
28.4,28.22,0,0.01,70.94,100,29700,5,2018,7,27,8,15,0,0
3.67,5.29,0,0,57,100,12600,0,2018,5,20,3,30,1,0
3.42,4.72,0,0,58.67,100,900,5,2018,6,15,0,15,0,0
2.99,4.82,0,0,52.71,100,3600,4,2018,7,12,1,0,0,0
58,48.53,0,0.03,76.69,100,29700,5,2018,7,6,8,15,0,0
3.02,4.21,0,0,58.29,100,900,4,2018,6,14,0,15,0,0
2.66,3.78,0,0,57.55,100,8100,2,2018,6,26,2,15,0,0
4.68,5.18,0,0,67.04,100,28800,4,2018,10,18,8,0,0,0
3.53,3.74,0,0,68.64,100,82800,1,2018,1,1,23,0,0,0
2.99,4.54,0,0,55,100,900,2,2018,6,19,0,15,0,0
3.38,4.1,0,0,63.61,100,2700,2,2018,7,10,0,45,0,0
3.74,7.81,0,0,43.19,100,10800,5,2018,11,2,3,0,0,0
3.56,4.68,0,0,60.54,100,21600,4,2018,11,15,6,0,0,0
4.18,4.18,0,0,70.71,100,5400,1,2018,1,29,1,30,0,0
2.74,3.13,0,0,65.87,100,83700,0,2018,7,8,23,15,1,0
48.42,40.18,0,0.02,76.95,100,31500,4,2018,9,20,8,45,0,0
3.31,4.1,0,0,62.82,100,26100,1,2018,11,5,7,15,0,0
2.66,4.97,0,0,47.19,100,85500,1,2018,9,3,23,45,0,0
5.04,5.72,0,0,66.11,100,9900,4,2018,3,22,2,45,0,0
3.64,5.26,0,0,56.9,100,9000,3,2018,6,6,2,30,0,0
5.98,5.44,0,0,73.97,100,9900,4,2018,2,22,2,45,0,0
3.85,3.24,0,0,76.51,100,84600,0,2018,3,11,23,30,1,0
3.17,5.58,0,0,49.4,100,16200,6,2018,5,26,4,30,1,0
3.42,4.64,0,0,59.33,100,18900,3,2018,5,9,5,15,0,0
2.63,4.46,0,0,50.79,100,13500,0,2018,9,2,3,45,1,0
2.7,6.01,0,0,40.98,100,9900,2,2018,9,25,2,45,0,0
4.46,6.05,0,0,59.34,100,27900,5,2018,4,13,7,45,0,0
3.17,3.46,0,0,67.55,100,17100,1,2018,3,12,4,45,0,0
2.99,5.69,0,0,46.52,100,5400,6,2018,8,4,1,30,1,0
2.99,4.1,0,0,58.92,100,18900,2,2018,5,22,5,15,0,0
2.99,5.98,0,0,44.72,100,18900,4,2018,6,7,5,15,0,0
2.74,3.38,0,0,62.97,100,30600,0,2018,7,1,8,30,1,0
46.44,46.91,0,0.02,70.35,100,29700,4,2018,7,19,8,15,0,0
3.56,5.69,0,0,53.04,100,13500,6,2018,11,17,3,45,1,0
3.1,3.82,0,0,63.01,100,16200,4,2018,5,3,4,30,0,0
3.89,3.49,0,0,74.43,100,25200,5,2018,12,21,7,0,0,0
3.78,6.3,0,0,51.45,100,900,0,2018,6,3,0,15,1,0
39.49,29.7,0,0.02,79.92,100,0,1,2018,1,22,0,0,0,0
2.77,5.62,0,0,44.21,100,9000,1,2018,9,17,2,30,0,0
2.7,4.86,0,0,48.56,100,16200,1,2018,8,6,4,30,0,0
2.63,5.22,0,0,44.99,100,15300,1,2018,10,1,4,15,0,0
2.66,5,0,0,46.97,100,81900,0,2018,10,7,22,45,1,0
5.98,4.72,0,0,78.49,100,13500,6,2018,2,3,3,45,1,0
3.1,4.93,0,0,53.23,100,26100,5,2018,11,16,7,15,0,0
3.1,2.7,0,0,75.41,100,18000,6,2018,3,10,5,0,1,0
2.88,4.61,0,0,52.98,100,23400,1,2018,8,27,6,30,0,0
3.2,3.13,0,0,71.49,100,15300,3,2018,3,7,4,15,0,0
3.71,3.1,0.11,0,76.74,99.96,3600,4,2018,12,27,1,0,0,0
3.74,3.2,0,0,75.98,100,14400,6,2018,12,29,4,0,1,0
3.1,5.44,0,0,49.51,100,5400,5,2018,11,2,1,30,0,0
3.28,4.68,0,0,57.39,100,22500,4,2018,2,15,6,15,0,0
2.99,3.13,0,0,69.08,100,27900,5,2018,2,16,7,45,0,0
3.28,3.2,0,0,71.58,100,84600,2,2018,7,10,23,30,0,0
2.77,4.72,0,0,50.61,100,16200,6,2018,9,29,4,30,1,0
2.84,5.36,0,0,46.82,100,20700,2,2018,9,18,5,45,0,0
70.13,38.16,0,0.03,87.84,100,85500,6,2018,2,24,23,45,1,0
2.81,5.54,0,0,45.24,100,8100,0,2018,8,5,2,15,1,0
2.84,6.05,0,0,42.49,100,17100,6,2018,8,4,4,45,1,0
4.1,4.03,0,0,71.32,100,9900,6,2018,12,15,2,45,1,0
3.1,4.03,0,0,60.97,100,7200,1,2018,4,9,2,0,0,0
57.89,30.71,0,0.03,88.34,100,32400,2,2018,10,9,9,0,0,0
3.89,2.99,0.22,0,79.29,99.84,2700,5,2018,12,21,0,45,0,0
3.6,6.08,0,0,50.95,100,23400,2,2018,11,13,6,30,0,0
3.2,4.9,0,0,54.68,100,17100,6,2018,3,31,4,45,1,0
3.64,7.09,0,0,45.67,100,3600,4,2018,10,11,1,0,0,0
3.56,3.6,0,0,70.31,100,4500,0,2018,1,7,1,15,1,0
4.61,4.07,0,0,74.96,100,85500,6,2018,1,13,23,45,1,0
5.18,3.85,0,0,80.26,100,27000,3,2018,1,17,7,30,0,0
2.99,4.39,0,0,56.29,100,5400,4,2018,5,24,1,30,0,0
3.35,6.91,0,0,43.62,100,22500,0,2018,10,28,6,15,1,0
2.84,4.18,0,0,56.2,100,22500,0,2018,7,8,6,15,1,0
2.59,4.46,0,0,50.22,100,24300,4,2018,7,19,6,45,0,0
6.66,5.26,0,0,78.48,100,6300,2,2018,2,6,1,45,0,0
3.96,2.34,0.58,0,86.09,98.94,85500,3,2018,12,19,23,45,0,0
2.81,4.75,0,0,50.92,100,83700,0,2018,10,21,23,15,1,0
3.17,3.38,0,0,68.41,100,17100,5,2018,2,16,4,45,0,0
3.71,3.67,0,0,71.09,100,10800,6,2018,3,3,3,0,1,0
2.88,4.46,0,0,54.25,100,27000,1,2018,10,8,7,30,0,0
3.1,4.79,0,0,54.33,100,18900,1,2018,8,27,5,15,0,0
3.1,3.49,0,0,66.41,100,21600,1,2018,3,26,6,0,0,0
3.64,6.23,0,0,50.45,100,83700,1,2018,8,13,23,15,0,0
2.66,3.38,0,0,61.84,100,900,1,2018,7,9,0,15,0,0
2.88,4.93,0,0,50.44,100,12600,3,2018,6,13,3,30,0,0
3.06,5.22,0,0,50.57,100,0,2,2018,5,22,0,0,0,0
3.42,4.28,0,0,62.42,100,27000,5,2018,5,11,7,30,0,0
4.1,4.25,0,0,69.43,100,12600,3,2018,2,28,3,30,0,0
75.64,39.24,0,0.03,88.77,100,1800,5,2018,1,19,0,30,0,0
38.2,29.16,0,0.02,79.49,100,85500,6,2018,1,20,23,45,1,0
2.77,5.62,0,0,44.21,100,28800,0,2018,8,5,8,0,1,0
2.84,5.51,0,0,45.81,100,9000,0,2018,9,9,2,30,1,0
2.77,4.61,0,0,51.5,100,16200,0,2018,10,21,4,30,1,0
4.82,3.06,0.32,0,84.42,99.78,27900,3,2018,12,26,7,45,0,0
19.84,17.06,0,0.01,75.82,100,2700,6,2018,10,20,0,45,1,0
73.94,37.48,0,0.03,89.2,100,3600,6,2018,2,24,1,0,1,0
3.24,4.5,0,0,58.43,100,18900,4,2018,2,15,5,15,0,0
3.1,4.32,0,0,58.3,100,24300,5,2018,3,16,6,45,0,0
3.35,5.29,0,0,53.5,100,9900,1,2018,7,30,2,45,0,0
4,4.86,0,0,63.55,100,27000,1,2018,8,6,7,30,0,0
4.57,4.54,0,0,70.94,100,83700,2,2018,1,2,23,15,0,0
3.2,4.97,0,0,54.14,100,17100,5,2018,11,16,4,45,0,0
4.14,3.42,0.11,0,77.1,99.96,1800,3,2018,12,19,0,30,0,0
3.56,7.6,0,0,42.42,100,15300,4,2018,10,11,4,15,0,0
3.17,5,0,0,53.55,100,28800,6,2018,5,19,8,0,1,0
2.84,5.83,0,0,43.79,100,11700,0,2018,8,5,3,15,1,0
3.1,3.82,0,0,63.01,100,8100,1,2018,3,19,2,15,0,0
34.31,33.44,0,0.02,71.61,100,29700,3,2018,8,29,8,15,0,0
2.77,4.43,0,0,53.02,100,16200,2,2018,6,19,4,30,0,0
5.26,6.91,0,0,60.57,100,83700,3,2018,3,21,23,15,0,0
4.14,2.27,0.36,0,87.68,99.62,3600,5,2018,12,28,1,0,0,0
3.13,5.47,0,0,49.67,100,14400,5,2018,6,15,4,0,0,0
4.64,4.97,0,0,68.24,100,9000,5,2018,1,5,2,30,0,0
3.71,3.96,0,0,68.37,100,10800,1,2018,3,26,3,0,0,0
3.2,5.22,0,0,52.26,100,9000,5,2018,5,18,2,30,0,0
2.81,4.14,0,0,56.16,100,19800,1,2018,4,2,5,30,0,0
3.17,3.96,0,0,62.49,100,84600,0,2018,7,29,23,30,1,0
2.77,5.47,0,0,45.18,100,9900,1,2018,9,17,2,45,0,0
2.56,3.42,0,0,59.93,100,9000,0,2018,6,24,2,30,1,0
2.77,4.72,0,0,50.61,100,3600,5,2018,7,13,1,0,0,0
2.7,4.79,0,0,49.1,100,24300,1,2018,7,30,6,45,0,0
3.42,2.23,0.18,0,83.77,99.86,20700,3,2018,12,19,5,45,0,0
2.63,4.32,0,0,52,100,15300,3,2018,8,22,4,15,0,0
3.13,4.5,0,0,57.1,100,15300,4,2018,4,12,4,15,0,0
4.39,6.23,0,0,57.6,100,83700,6,2018,10,20,23,15,1,0
3.17,3.24,0,0,69.93,100,18000,3,2018,3,7,5,0,0,0
3.74,3.74,0,0,70.71,100,10800,6,2018,3,10,3,0,1,0
3.53,5.36,0,0,55,100,25200,4,2018,5,17,7,0,0,0
2.63,4.18,0,0,53.25,100,5400,3,2018,8,22,1,30,0,0
3.17,3.82,0,0,63.86,100,19800,2,2018,3,27,5,30,0,0
3.1,5.8,0,0,47.14,100,21600,2,2018,6,12,6,0,0,0
3.53,6.91,0,0,45.49,100,18000,2,2018,10,16,5,0,0,0
3.17,4.03,0,0,61.83,100,15300,2,2018,4,17,4,15,0,0
4.14,3.2,0.22,0,79.12,99.86,84600,0,2018,12,16,23,30,1,0
3.31,6.08,0,0,47.81,100,85500,6,2018,10,6,23,45,1,0
3.1,2.99,0,0,71.98,100,4500,0,2018,3,11,1,15,1,0
3.67,6.41,0,0,49.69,100,1800,3,2018,10,17,0,30,0,0
2.56,5.04,0,0,45.29,100,15300,2,2018,9,11,4,15,0,0
3.28,6.12,0,0,47.24,100,12600,0,2018,11,4,3,30,1,0
3.78,6.52,0,0,50.16,100,7200,2,2018,11,13,2,0,0,0
3.13,5.58,0,0,48.92,100,14400,5,2018,11,2,4,0,0,0
3.64,6.12,0,0,51.12,100,900,4,2018,11,8,0,15,0,0
3.42,3.28,0,0,72.17,100,23400,5,2018,11,30,6,30,0,0
2.92,5,0,0,50.43,100,10800,0,2018,11,4,3,0,1,0
3.06,4.79,0,0,53.84,100,7200,1,2018,5,21,2,0,0,0
3.17,4.21,0,0,60.15,100,12600,1,2018,4,23,3,30,0,0
3.67,5.11,0,0,58.33,100,0,1,2018,6,11,0,0,0,0
4.75,5,0,0,68.87,100,1800,3,2018,1,17,0,30,0,0
3.64,7.13,0,0,45.47,100,900,6,2018,10,27,0,15,1,0
3.6,5.47,0,0,54.98,100,17100,1,2018,2,19,4,45,0,0
3.74,3.1,0.11,0,76.99,99.96,15300,1,2018,12,31,4,15,0,0
3.06,1.98,0.32,0,83.96,99.46,11700,5,2018,11,23,3,15,0,0
3.85,4.14,0,0,68.1,100,20700,6,2018,3,3,5,45,1,0
4.5,6.34,0,0,57.88,100,83700,1,2018,3,12,23,15,0,0
3.71,4.93,0,0,60.13,100,24300,2,2018,3,13,6,45,0,0
2.7,4.93,0,0,48.03,100,0,6,2018,8,4,0,0,1,0
3.24,6.73,0,0,43.38,100,1800,2,2018,9,25,0,30,0,0
4.72,5.65,0,0,64.11,100,27900,4,2018,3,22,7,45,0,0
5.76,5.29,0,0,73.65,100,9900,2,2018,1,30,2,45,0,0
4.64,5.15,0,0,66.94,100,24300,2,2018,3,6,6,45,0,0
4,2.99,0.22,0,80.1,99.85,25200,1,2018,12,24,7,0,0,0
3.38,7.31,0,0,41.97,100,2700,3,2018,10,3,0,45,0,0
